customer_id,company_name,industry,company_size,country_code,country_name,timezone,contact_email,contact_name,signup_date,signup_source,is_active,churned_at,churn_reason,nps_score,is_churned,tenure_days,plan_id,plan_name,plan_tier,status,mrr_usd,billing_cycle,team_size,active_members,total_events,avg_session_sec,unique_features,last_activity,first_activity,total_sessions_with_duration,latest_nps,avg_nps,nps_surveys_count
588,QuestDynamics,Real Estate,medium,FR,France,Europe/Paris,charles.king@corp.net,Charles King,2023-08-03,organic,True,,,,0,973.0,6.0,Enterprise,enterprise,active,82.5,annual,9.0,7.0,56,1717.3333333333333,6,2025-06-17 10:25:07,2023-03-26 08:22:04,45,6.0,7.666666666666667,3.0
589,Tidal Software,Finance,medium,JP,Japan,Asia/Tokyo,susan.nguyen@corp.net,Susan Nguyen,2024-07-17,organic,True,,,10.0,0,624.0,5.0,Professional Plus,professional,active,49.17,annual,8.0,7.0,38,1951.5294117647059,4,2025-08-17 18:02:19,2023-02-10 18:56:41,34,9.0,7.333333333333333,6.0
590,DriftTech,Logistics,medium,FR,France,Europe/Paris,elizabeth.wright@protonmail.com,Elizabeth Wright,2024-12-14,paid_ads,True,,,,0,474.0,3.0,Starter Plus,starter,active,15.83,annual,4.0,4.0,44,2045.057142857143,5,2025-07-13 03:12:03,2023-03-23 22:10:37,35,5.0,8.25,4.0
591,ArcDigital,Insurance,medium,AU,Australia,Australia/Sydney,mary.hill@arcdigital.com,Mary Hill,2024-07-15,organic,True,,,3.0,0,626.0,2.0,Starter,starter,active,10.0,annual,14.0,14.0,43,1721.3529411764705,7,2025-07-07 12:01:11,2023-07-09 17:26:01,34,,,
592,HubSolutions,Telecommunications,small,BR,Brazil,America/Sao_Paulo,sofia.tanaka@corp.net,Sofia Tanaka,2024-07-18,organic,True,,,2.0,0,623.0,1.0,Free,free,active,0.0,monthly,4.0,3.0,45,1800.1025641025642,7,2025-10-09 15:30:51,2023-09-03 09:05:51,39,5.0,7.2,5.0
593,Vine Ops,Insurance,medium,JP,Japan,Asia/Tokyo,joshua.sanchez@gmail.com,Joshua Sanchez,2024-12-31,organic,False,2025-03-20 01:50:18,No longer needed,5.0,1,79.0,1.0,Free,free,cancelled,0.0,monthly,4.0,4.0,41,1805.9117647058824,5,2025-10-11 16:53:27,2023-03-25 06:12:13,34,10.0,10.0,1.0
594,UnitStack,Legal,enterprise,GB,United Kingdom,Europe/London,fatima.hill@enterprise.com,Fatima Hill,2025-03-28,partner,True,,,10.0,0,370.0,6.0,Enterprise,enterprise,active,74.25,annual,60.0,56.0,37,1704.3870967741937,4,2025-09-02 12:21:33,2023-10-11 10:45:51,31,10.0,10.0,1.0
595,FlowSolutions,Healthcare,large,DE,Germany,Europe/Berlin,kimberly.young+nimbus@tech.dev,Kimberly Young,2023-05-20,referral,True,,,10.0,0,1048.0,1.0,Free,free,active,0.0,annual,10.0,10.0,50,1465.15,4,2025-10-07 15:15:49,2023-05-24 00:06:03,40,8.0,3.6666666666666665,3.0
596,SageDynamics,E-commerce,large,SG,Singapore,Asia/Singapore,sofia.king@enterprise.com,Sofia King,2024-11-21,partner,True,,,,0,497.0,1.0,Free,free,active,0.0,monthly,15.0,13.0,43,2087.1612903225805,4,2025-05-13 16:21:33,2023-02-08 05:57:49,31,7.0,7.0,1.0
597,LunaTech,Finance,medium,IN,India,Asia/Kolkata,patricia.ramirez@outlook.com,Patricia Ramirez,2024-11-26,referral,True,,,9.0,0,492.0,5.0,Professional Plus,professional,active,49.17,annual,4.0,3.0,46,1707.923076923077,2,2025-08-24 10:24:07,2023-06-08 05:57:32,39,8.0,5.75,4.0
598,SyncCloud,Education,small,US,United States,America/New_York,ahmed.green@protonmail.com,Ahmed Green,2025-09-09,organic,True,,,,0,205.0,6.0,Enterprise,enterprise,active,99.0,monthly,5.0,4.0,47,2034.9736842105262,7,2025-01-21 13:11:11,2023-08-21 04:17:01,38,9.0,9.0,1.0
599,DriftGroup,Technology,small,US,United States,America/New_York,donna.robinson@gmail.com,Donna Robinson,2025-01-09,referral,False,2025-06-25 16:28:50,Too expensive,3.0,1,167.0,4.0,Professional,professional,cancelled,39.0,monthly,1.0,1.0,29,2114.25,4,2025-10-11 00:55:47,2023-01-02 21:54:16,24,6.0,7.5,2.0
600,HiveDev,Manufacturing,small,CA,Canada,America/Toronto,james.martinez@enterprise.com,James Martinez,2023-11-03,event,True,,,,0,881.0,2.0,Starter,starter,active,10.0,annual,4.0,3.0,43,1691.7941176470588,5,2025-10-04 23:12:51,2023-03-05 08:50:00,34,5.0,6.5,4.0
601,GridHQ,Consulting,small,US,United States,America/Los_Angeles,daniel.chen@gridhq.com,Daniel Chen,2023-10-19,organic,False,2024-09-19 10:52:14,Budget cuts,,1,336.0,1.0,Free,free,cancelled,0.0,annual,4.0,4.0,34,1402.3333333333333,4,2025-07-20 17:46:26,2023-02-05 15:47:58,24,0.0,3.0,2.0
602,Echo Ops,Education,small,AU,Australia,Australia/Sydney,ashley.scott@yahoo.com,Ashley Scott,2025-02-21,organic,True,,,9.0,0,405.0,2.0,Starter,starter,active,10.0,annual,5.0,5.0,35,1643.6,8,2025-07-17 16:31:18,2023-03-25 10:24:02,25,8.0,8.0,3.0
603,IonSystems,Insurance,small,US,United States,America/Los_Angeles,elizabeth.thompson@ionsystems.com,Elizabeth Thompson,2025-04-29,organic,True,,,,0,338.0,2.0,Starter,starter,active,10.0,annual,6.0,6.0,47,1763.972972972973,6,2025-09-11 19:19:56,2023-05-09 08:40:39,37,7.0,7.0,1.0
604,Jet Pro,Media,small,GB,United Kingdom,Europe/London,sarah.singh@hotmail.com,Sarah Singh,2024-03-15,paid_ads,False,2025-10-14 17:23:08,,,1,578.0,6.0,Enterprise,enterprise,cancelled,99.0,monthly,6.0,5.0,37,2001.3030303030303,5,2025-08-29 18:48:45,2023-04-01 19:01:53,33,7.0,7.5,4.0
605,BeamLabs,Healthcare,enterprise,US,United States,America/New_York,matthew.clark@hotmail.com,Matthew Clark,2024-03-12,event,True,,,8.0,0,751.0,1.0,Free,free,active,0.0,monthly,23.0,18.0,37,1841.5,6,2025-10-23 02:15:46,2024-03-27 13:28:38,26,6.0,5.333333333333333,3.0
606,HubAnalytics,Marketing,large,AU,Australia,Australia/Sydney,jessica.lee@hubanalytics.com,Jessica Lee,2025-02-01,referral,True,,,6.0,0,425.0,5.0,Professional Plus,professional,active,59.0,monthly,18.0,17.0,40,1720.5588235294117,7,2025-02-09 08:33:10,2023-01-28 21:24:25,34,10.0,8.5,2.0
607,Flux Studio,Marketing,small,US,United States,America/Chicago,Michael.Nelson@yahoo.com,Michael Nelson,2025-01-29,organic,True,,,,0,428.0,2.0,Starter,starter,active,12.0,monthly,4.0,4.0,49,1591.1842105263158,5,2025-10-27 06:56:33,2023-01-08 23:45:49,38,9.0,9.0,1.0
608,Link Logic,Healthcare,small,US,United States,America/Los_Angeles,aisha.chen@hotmail.com,Aisha Chen,2024-04-01,organic,True,,,8.0,0,731.0,1.0,Free,free,active,0.0,monthly,6.0,4.0,35,1522.84,4,2025-09-14 08:48:49,2023-02-14 15:45:09,25,8.0,8.5,2.0
609,TidalPro,Insurance,small,JP,Japan,Asia/Tokyo,Olga.Martinez@tech.dev,Olga Martinez,2025-07-01,organic,True,,,,0,275.0,1.0,Free,free,active,0.0,monthly,6.0,6.0,49,1472.0,4,2025-09-13 22:15:51,2023-02-26 03:31:09,38,9.0,8.0,3.0
610,Arc Dev,Telecommunications,medium,US,United States,America/New_York,william.hill@arcdev.com,William Hill,2024-08-02,referral,False,2025-01-26 17:24:56,,,1,177.0,6.0,Enterprise,enterprise,cancelled,99.0,monthly,7.0,6.0,43,1653.5263157894738,4,2025-07-13 03:48:50,2023-01-27 02:39:00,38,2.0,2.0,1.0
611,RiftDynamics,Healthcare,small,CA,Canada,America/Toronto,priya.allen@startup.co,Priya Allen,2023-07-31,referral,False,2024-05-04 13:20:46,Integration issues,5.0,1,278.0,1.0,Free,free,cancelled,0.0,monthly,2.0,2.0,44,1716.4705882352941,5,2025-07-03 05:41:38,2023-02-07 16:33:14,34,0.0,0.0,1.0
612,Hub Solutions,E-commerce,small,JP,Japan,Asia/Tokyo,Jessica.Jackson@protonmail.com,Jessica Jackson,2023-10-04,partner,True,,,10.0,0,911.0,2.0,Starter,starter,active,12.0,monthly,4.0,4.0,42,1555.2333333333333,4,2025-10-27 08:51:31,2023-09-01 06:38:43,30,5.0,6.2,5.0
613,MistStudio,Legal,medium,DE,Germany,Europe/Berlin,olga.rodriguez@company.io,Olga Rodriguez,2024-10-02,partner,True,,,,0,547.0,4.0,Professional,professional,active,39.0,monthly,14.0,12.0,47,1739.2702702702702,4,2025-10-20 20:15:57,2023-04-21 14:46:04,37,6.0,5.5,2.0
614,QuestHub,Real Estate,small,FR,France,Europe/Paris,ahmed.hall@corp.net,Ahmed Hall,2025-04-16,organic,True,,,5.0,0,351.0,2.0,Starter,starter,active,9.6,monthly,1.0,1.0,38,1682.5625,6,2025-07-05 06:39:30,2023-01-03 19:29:09,32,8.0,3.0,4.0
615,Unit Corp,Marketing,small,CA,Canada,America/Toronto,jennifer.young@yahoo.com,Jennifer Young,2024-05-17,event,True,,,6.0,0,685.0,2.0,Starter,starter,active,12.0,monthly,2.0,2.0,40,1843.9354838709678,5,2025-08-21 15:00:23,2023-01-12 16:45:52,31,7.0,6.666666666666667,3.0
616,KiteSolutions,Logistics,medium,GB,United Kingdom,Europe/London,robert.martinez@kitesolutions.com,Robert Martinez,2024-06-23,referral,False,2024-08-01 03:45:14,Integration issues,2.0,1,39.0,7.0,Enterprise Custom,enterprise,cancelled,165.83,annual,12.0,8.0,41,1917.15625,5,2025-10-26 22:45:45,2024-01-09 08:21:52,32,,,
617,AcmeHub,Telecommunications,small,US,United States,America/Los_Angeles,jessica.singh@acmehub.com,Jessica Singh,2025-09-16,organic,False,2025-10-18 13:56:48,Outgrew the platform,,1,32.0,1.0,Free,free,cancelled,0.0,monthly,2.0,2.0,37,2118.56,4,2025-08-01 18:15:26,2023-01-15 18:10:08,25,2.0,6.75,4.0
618,Echo Hub,Real Estate,medium,US,United States,America/Los_Angeles,karen.perez@tech.dev,Karen Perez,2024-10-04,event,True,,,2.0,0,545.0,3.0,Starter Plus,starter,active,19.0,monthly,15.0,14.0,30,1691.4166666666667,6,2023-07-16 02:51:14,2023-06-18 20:53:08,24,7.0,7.333333333333333,3.0
619,Orbit Labs,E-commerce,medium,AU,Australia,Australia/Sydney,elizabeth.thompson@startup.co,Elizabeth Thompson,2025-01-02,referral,True,,,4.0,0,455.0,3.0,Starter Plus,starter,active,15.2,monthly,14.0,13.0,34,1529.4642857142858,2,2025-07-23 21:45:24,2023-03-28 19:41:34,28,4.0,4.333333333333333,3.0
620,OrbitSystems,Education,small,US,United States,America/Chicago,donna.perez@outlook.com,Donna Perez,2024-09-11,organic,False,2025-03-26 11:06:22,Outgrew the platform,1.0,1,196.0,3.0,Starter Plus,starter,cancelled,15.83,annual,1.0,1.0,40,1469.59375,3,2025-02-02 04:21:13,2023-07-16 06:38:13,32,7.0,7.0,1.0
621,NexusCloud,Healthcare,small,CA,Canada,America/Toronto,wei.white@outlook.com,Wei White,2025-06-01,organic,True,,,8.0,0,305.0,2.0,Starter,starter,active,12.0,monthly,1.0,1.0,30,1622.1739130434783,4,2025-09-09 20:56:45,2023-03-17 17:21:36,23,8.0,8.0,1.0
622,JetLogic,Insurance,enterprise,CA,Canada,America/Toronto,sofia.jones@jetlogic.com,Sofia Jones,2023-11-27,organic,True,,,7.0,0,857.0,1.0,Free,free,active,0.0,monthly,43.0,39.0,39,2025.0689655172414,4,2025-09-17 05:31:24,2023-07-25 05:56:12,29,7.0,7.0,1.0
623,FluxCorp,Manufacturing,medium,SG,Singapore,Asia/Singapore,lisa.rodriguez@hotmail.com,Lisa Rodriguez,2024-07-16,partner,True,,,8.0,0,625.0,4.0,Professional,professional,active,32.5,annual,14.0,13.0,48,1616.0555555555557,5,2025-09-02 02:49:46,2023-02-11 06:39:18,36,9.0,8.666666666666666,3.0
624,ArcDev,Legal,enterprise,FR,France,Europe/Paris,joseph.hall@hotmail.com,Joseph Hall,2023-01-18,referral,True,,,4.0,0,1170.0,1.0,Free,free,active,0.0,monthly,43.0,38.0,34,1765.3,4,2025-06-09 20:50:56,2024-05-12 00:54:25,30,4.0,6.5,2.0
625,DataStudio,Retail,enterprise,US,United States,America/Los_Angeles,christopher.robinson@startup.co,Christopher Robinson,2025-04-27,referral,True,,,,0,340.0,6.0,Enterprise,enterprise,active,89.1,monthly,56.0,54.0,40,1948.0285714285715,4,2025-05-13 05:39:08,2023-06-07 13:16:34,35,5.0,6.0,5.0
626,Unit Labs,Legal,medium,IN,India,Asia/Kolkata,patricia.hall@enterprise.com,Patricia Hall,2025-06-10,organic,False,2025-08-07 12:32:29,Company closed,1.0,1,58.0,2.0,Starter,starter,cancelled,12.0,monthly,5.0,5.0,45,1747.3333333333333,6,2025-10-30 07:25:13,2023-01-01 06:16:58,33,8.0,8.0,1.0
627,Luna IO,Legal,small,FR,France,Europe/Paris,dorothy.hall@company.io,Dorothy Hall,2024-10-22,organic,True,,,4.0,0,527.0,2.0,Starter,starter,active,12.0,monthly,4.0,3.0,53,1618.5,5,2025-10-05 23:40:24,2023-02-20 07:15:28,42,,,
628,Kite Labs,Manufacturing,enterprise,AU,Australia,Australia/Sydney,fatima.robinson@corp.net,Fatima Robinson,2024-12-27,event,True,,,,0,461.0,3.0,Starter Plus,starter,active,14.25,annual,57.0,55.0,45,1803.0,6,2025-10-26 16:07:16,2023-01-11 06:21:50,36,6.0,6.666666666666667,3.0
629,FlowDev,Finance,large,GB,United Kingdom,Europe/London,betty.flores@tech.dev,Betty Flores,2023-03-21,organic,True,,,6.0,0,1108.0,6.0,Enterprise,enterprise,active,82.5,annual,12.0,11.0,51,1882.081081081081,6,2025-06-28 06:42:48,2023-01-10 20:54:24,37,,,
630,Xenon Stack,Manufacturing,small,DE,Germany,Europe/Berlin,michael.miller@xenonstack.com,Michael Miller,2023-10-16,event,False,2024-02-05 16:38:34,Switched to competitor,0.0,1,112.0,4.0,Professional,professional,cancelled,39.0,monthly,6.0,6.0,38,1706.3333333333333,5,2025-05-31 08:35:59,2023-02-08 04:35:37,30,6.0,5.75,4.0
631,Cloud Platform,Education,small,BR,Brazil,America/Sao_Paulo,andrew.williams@cloudplatform.com,Andrew Williams,2023-04-06,event,True,,,6.0,0,1092.0,1.0,Free,free,active,0.0,monthly,5.0,5.0,42,1666.8285714285714,4,2025-07-24 04:21:44,2023-01-01 02:04:27,35,5.0,6.5,2.0
632,Warp Logic,Legal,small,US,United States,America/Los_Angeles,carlos.baker@warplogic.com,Carlos Baker,2025-04-06,referral,True,,,9.0,0,361.0,2.0,Starter,starter,active,12.0,monthly,1.0,1.0,37,1591.5925925925926,6,2025-08-27 07:56:47,2023-01-19 04:17:30,27,10.0,7.333333333333333,3.0
633,Jet Ops,Consulting,small,SG,Singapore,Asia/Singapore,jennifer.rivera@yahoo.com,Jennifer Rivera,2023-06-14,organic,True,,,10.0,0,1023.0,2.0,Starter,starter,active,8.0,annual,2.0,2.0,37,1962.6538461538462,5,2025-10-12 07:51:54,2023-04-29 14:35:37,26,4.0,5.25,4.0
634,CoreDigital,Marketing,medium,AU,Australia,Australia/Sydney,john.rivera@hotmail.com,John Rivera,2024-09-13,referral,False,2024-12-11 04:29:02,Integration issues,,1,89.0,4.0,Professional,professional,cancelled,39.0,monthly,7.0,7.0,49,2025.5384615384614,8,2025-09-09 00:36:33,2023-07-22 04:45:56,39,9.0,7.5,2.0
635,Tidal Dynamics,Retail,enterprise,US,United States,America/Chicago,ashley.miller@protonmail.com,Ashley Miller,2023-10-14,referral,True,,,2.0,0,901.0,1.0,Free,free,active,0.0,annual,46.0,41.0,46,1592.5675675675675,5,2025-10-26 07:19:37,2023-03-15 00:32:14,37,7.0,7.5,2.0
636,QuarkIO,Insurance,medium,SG,Singapore,Asia/Singapore,david.davis@company.io,David Davis,2024-02-15,paid_ads,True,,,,0,777.0,2.0,Starter,starter,active,12.0,monthly,4.0,4.0,35,2125.448275862069,3,2025-10-06 05:20:53,2023-06-08 16:44:42,29,0.0,5.333333333333333,3.0
637,CoreStudio,Real Estate,small,IN,India,Asia/Kolkata,jennifer.baker@gmail.com,Jennifer Baker,2024-10-21,organic,False,2025-09-23 00:50:19,Missing features,,1,337.0,1.0,Free,free,cancelled,0.0,monthly,3.0,2.0,31,1440.2142857142858,6,2025-05-28 16:46:18,2023-03-22 22:17:37,28,7.0,8.0,5.0
638,Kite Ventures,Manufacturing,enterprise,US,United States,America/Chicago,joseph.harris@company.io,Joseph Harris,2024-10-19,referral,True,,,,0,530.0,1.0,Free,free,active,0.0,annual,39.0,38.0,43,1723.7222222222222,6,2025-01-23 17:42:17,2023-08-10 18:04:30,36,7.0,8.0,5.0
639,ZenHub,Manufacturing,small,US,United States,America/Chicago,charles.perez@zenhub.com,Charles Perez,2024-04-10,organic,False,2024-09-07 23:13:29,Not enough users,1.0,1,150.0,1.0,Free,free,cancelled,0.0,monthly,5.0,3.0,49,2210.0,8,2025-08-18 22:28:18,2023-02-14 00:16:05,38,9.0,7.0,2.0
640,MistHub,Telecommunications,enterprise,IN,India,Asia/Kolkata,mei.ramirez@hotmail.com,Mei Ramirez,2025-09-02,paid_ads,True,,,5.0,0,212.0,1.0,Free,free,active,0.0,monthly,52.0,47.0,36,1891.92,4,2025-06-27 18:11:33,2023-07-05 00:38:47,25,2.0,2.0,1.0
641,Zen Tech,Education,enterprise,FR,France,Europe/Paris,mark.clark@protonmail.com,Mark Clark,2023-02-25,event,False,2025-01-20 16:54:59,Company closed,,1,695.0,1.0,Free,free,cancelled,0.0,annual,35.0,33.0,25,1631.7222222222222,6,2025-07-16 07:01:56,2023-03-12 22:35:17,18,,,
642,KiteSoftware,Manufacturing,medium,CA,Canada,America/Toronto,paul.hall@startup.co,Paul Hall,2024-12-10,partner,True,,,,0,478.0,5.0,Professional Plus,professional,active,59.0,monthly,6.0,5.0,38,1917.8275862068965,6,2025-08-11 12:19:33,2023-03-27 15:38:43,29,9.0,8.0,2.0
643,EdgePro,Real Estate,small,IN,India,Asia/Kolkata,wei.ivanov@edgepro.com,Wei Ivanov,2025-07-07,referral,True,,,9.0,0,269.0,5.0,Professional Plus,professional,active,59.0,monthly,6.0,5.0,35,1800.0,3,2025-07-06 18:00:40,2023-08-21 20:19:58,26,4.0,4.0,1.0
644,Nova Pro,E-commerce,medium,FR,France,Europe/Paris,paul.singh@company.io,Paul Singh,2023-07-15,organic,True,,,0.0,0,992.0,2.0,Starter,starter,active,12.0,monthly,8.0,7.0,40,1930.125,8,2025-07-08 13:21:45,2023-03-31 17:20:38,32,7.0,7.0,3.0
645,BoltCloud,Media,enterprise,US,United States,America/Chicago,carlos.young@startup.co,Carlos Young,2025-04-28,referral,True,,,9.0,0,339.0,2.0,Starter,starter,active,12.0,monthly,26.0,25.0,53,1886.5652173913043,8,2025-09-15 05:41:11,2023-01-05 19:20:46,46,4.0,5.666666666666667,3.0
646,LunaDynamics,Media,medium,AU,Australia,Australia/Sydney,christopher.nelson@protonmail.com,Christopher Nelson,2025-08-18,referral,True,,,,0,227.0,3.0,Starter Plus,starter,active,15.83,annual,3.0,3.0,53,1862.6304347826087,6,2025-10-25 14:20:25,2023-01-12 13:59:12,46,10.0,10.0,2.0
647,Vine Hub,Real Estate,medium,US,United States,America/Chicago,aisha.lewis@protonmail.com,Aisha Lewis,2023-08-05,partner,True,,,7.0,0,971.0,5.0,Professional Plus,professional,active,59.0,monthly,15.0,14.0,31,1783.0833333333333,1,2025-04-16 01:34:25,2023-03-05 11:35:08,24,7.0,7.0,2.0
648,DriftCorp,Logistics,large,FR,France,Europe/Paris,betty.smith@tech.dev,Betty Smith,2025-06-19,organic,True,,,10.0,0,287.0,2.0,Starter,starter,active,12.0,monthly,26.0,24.0,47,1594.5526315789473,3,2025-08-19 05:18:23,2023-02-02 00:00:43,38,10.0,9.0,2.0
649,Arc AI,Technology,small,US,United States,America/Los_Angeles,mei.white@corp.net,Mei White,2023-06-24,partner,True,,,,0,1013.0,5.0,Professional Plus,professional,active,59.0,monthly,5.0,5.0,39,1736.2903225806451,4,2025-09-15 08:29:07,2023-01-30 08:05:08,31,6.0,7.0,2.0
650,Peak Logic,Retail,small,BR,Brazil,America/Sao_Paulo,margaret.rodriguez@yahoo.com,Margaret Rodriguez,2023-11-22,paid_ads,True,,,3.0,0,862.0,3.0,Starter Plus,starter,active,15.83,annual,5.0,4.0,41,1667.8235294117646,4,2025-10-21 18:46:02,2023-02-11 05:09:20,34,7.0,6.0,3.0
651,Ultra Software,Healthcare,small,US,United States,America/New_York,margaret.smith@gmail.com,Margaret Smith,2024-07-10,paid_ads,True,,,7.0,0,631.0,3.0,Starter Plus,starter,active,15.83,annual,4.0,3.0,46,1819.9705882352941,6,2025-06-08 13:20:35,2023-02-06 11:01:34,34,6.0,8.25,4.0
652,DriftStack,Marketing,small,GB,United Kingdom,Europe/London,raj.anderson@hotmail.com,Raj Anderson,2025-04-06,organic,True,,,,0,361.0,3.0,Starter Plus,starter,active,15.83,annual,1.0,1.0,43,1843.8157894736842,2,2025-09-22 00:47:13,2023-01-09 07:18:08,38,9.0,8.666666666666666,3.0
653,RushTech,Logistics,small,SG,Singapore,Asia/Singapore,emily.miller@rushtech.com,Emily Miller,2023-10-17,organic,True,,,2.0,0,898.0,1.0,Free,free,active,0.0,annual,4.0,4.0,34,1975.2608695652175,3,2025-05-04 15:10:09,2023-01-04 12:13:55,23,8.0,6.333333333333333,3.0
654,Bolt Corp,Healthcare,medium,SG,Singapore,Asia/Singapore,robert.wilson@company.io,Robert Wilson,2024-04-06,paid_ads,True,,,0.0,0,726.0,4.0,Professional,professional,active,39.0,monthly,6.0,6.0,41,1693.857142857143,4,2025-09-09 19:58:43,2023-02-12 16:44:25,35,9.0,9.0,1.0
655,QuestVentures,Retail,small,US,United States,America/Chicago,lisa.thompson@questventures.com,Lisa Thompson,2024-06-18,partner,True,,,,0,653.0,7.0,Enterprise Custom,enterprise,active,199.0,monthly,6.0,6.0,46,1774.439024390244,3,2025-10-20 19:16:04,2023-02-19 19:53:37,41,8.0,8.0,3.0
656,MistLabs,Media,medium,US,United States,America/Los_Angeles,susan.white@mistlabs.com,Susan White,2023-03-27,event,True,,,,0,1102.0,1.0,Free,free,active,0.0,annual,11.0,9.0,46,1839.1351351351352,7,2025-05-14 22:05:22,2023-07-29 08:49:59,37,2.0,5.0,2.0
657,Flow Studio,Legal,medium,SG,Singapore,Asia/Singapore,christopher.robinson@tech.dev,Christopher Robinson,2025-08-02,event,False,2025-09-17 19:01:29,Missing features,,1,46.0,4.0,Professional,professional,cancelled,29.25,annual,15.0,15.0,33,1669.5454545454545,1,2025-10-08 16:08:32,2023-01-09 03:45:48,22,,,
658,ZenSystems,Insurance,medium,DE,Germany,Europe/Berlin,william.muller@startup.co,William Muller,2024-03-09,referral,True,,,6.0,0,754.0,5.0,Professional Plus,professional,active,59.0,monthly,15.0,14.0,42,1883.75,6,2025-10-12 11:06:23,2023-03-04 22:16:08,36,6.0,6.0,1.0
659,MistLogic,Real Estate,small,IN,India,Asia/Kolkata,aisha.ivanov@gmail.com,Aisha Ivanov,2023-09-17,organic,True,,,9.0,0,928.0,5.0,Professional Plus,professional,active,59.0,monthly,5.0,5.0,48,1754.7297297297298,3,2025-09-10 21:14:32,2023-02-20 11:38:44,37,9.0,7.0,5.0
660,Nova Ops,Marketing,small,US,United States,America/Los_Angeles,lars.lee@gmail.com,Lars Lee,2023-08-07,partner,True,,,,0,969.0,2.0,Starter,starter,active,12.0,monthly,1.0,1.0,49,1556.825,6,2025-06-16 03:11:38,2023-06-29 05:16:23,40,7.0,8.0,3.0
661,MistSoftware,Healthcare,medium,DE,Germany,Europe/Berlin,yuki.hill@outlook.com,Yuki Hill,2024-10-23,organic,True,,,,0,526.0,7.0,Enterprise Custom,enterprise,active,179.1,monthly,6.0,5.0,47,1747.8095238095239,4,2025-05-07 17:01:38,2023-08-14 20:46:34,42,6.0,7.25,4.0
662,Flux IO,Technology,small,AU,Australia,Australia/Sydney,linda.davis@corp.net,Linda Davis,2024-08-13,organic,False,2024-09-25 20:29:33,,,1,43.0,1.0,Free,free,cancelled,0.0,monthly,4.0,3.0,31,2198.4545454545455,3,2025-03-06 12:52:27,2024-03-06 19:34:43,22,7.0,8.0,2.0
663,Peak Labs,Healthcare,medium,US,United States,America/Chicago,dmitri.tanaka@company.io,Dmitri Tanaka,2024-02-14,organic,False,2024-11-13 05:59:55,Not enough users,,1,273.0,5.0,Professional Plus,professional,cancelled,49.17,annual,4.0,4.0,49,1779.138888888889,6,2025-10-13 23:42:40,2023-08-23 04:35:53,36,8.0,8.0,1.0
664,FluxStack,Healthcare,enterprise,IN,India,Asia/Kolkata,Donna.Miller@fluxstack.com,Donna Miller,2023-11-27,partner,True,,,,0,857.0,3.0,Starter Plus,starter,active,19.0,monthly,0.0,0.0,41,1287.125,6,2025-10-14 14:37:21,2023-03-16 12:06:00,32,8.0,6.75,4.0
665,Xenon Dynamics,Technology,large,US,United States,America/New_York,Thomas.Muller@xenondynamics.com,Thomas Muller,2023-12-04,organic,True,,,,0,850.0,6.0,Enterprise,enterprise,active,99.0,monthly,0.0,0.0,36,1616.1379310344828,5,2025-10-25 01:21:39,2023-06-03 00:35:34,29,6.0,6.5,2.0
666,Ion Ventures,Consulting,small,US,United States,America/Los_Angeles,charles.martinez@startup.co,Charles Martinez,2024-11-15,event,False,2025-07-07 21:29:06,Missing features,5.0,1,234.0,5.0,Professional Plus,professional,cancelled,59.0,monthly,0.0,0.0,47,1718.2307692307693,4,2025-10-08 09:03:31,2023-01-02 18:28:41,39,8.0,7.0,3.0
667,PulseOps,Retail,small,FR,France,Europe/Paris,robert.jones@gmail.com,Robert Jones,2024-04-24,partner,True,,,3.0,0,708.0,1.0,Free,free,active,0.0,annual,0.0,0.0,34,1821.0,5,2025-09-20 14:22:21,2023-01-23 13:21:04,24,10.0,9.0,2.0
668,LinkHub,Retail,small,DE,Germany,Europe/Berlin,yuki.robinson@outlook.com,Yuki Robinson,2023-08-13,partner,True,,,7.0,0,963.0,4.0,Professional,professional,active,32.5,annual,0.0,0.0,39,2017.84375,5,2025-10-07 15:39:03,2023-07-16 09:46:36,32,7.0,5.666666666666667,3.0
669,Rush Corp,Finance,large,DE,Germany,Europe/Berlin,kenji.torres@outlook.com,Kenji Torres,2023-09-04,referral,False,2024-09-25 22:48:26,No longer needed,3.0,1,387.0,1.0,Free,free,cancelled,0.0,monthly,0.0,0.0,32,1777.037037037037,6,2025-07-24 13:13:02,2023-06-09 04:42:49,27,4.0,6.0,3.0
670,Jade Tech,Marketing,medium,GB,United Kingdom,Europe/London,elizabeth.sanchez@gmail.com,Elizabeth Sanchez,2024-01-14,organic,False,2025-06-30 19:11:08,Budget cuts,,1,533.0,1.0,Free,free,cancelled,0.0,monthly,0.0,0.0,30,1834.608695652174,2,2025-10-17 01:13:01,2023-03-12 08:51:10,23,9.0,9.0,1.0
671,Luna Group,Education,medium,BR,Brazil,America/Sao_Paulo,ashley.king@hotmail.com,Ashley King,2023-08-13,referral,False,2023-11-06 10:32:36,Integration issues,0.0,1,85.0,2.0,Starter,starter,cancelled,12.0,monthly,0.0,0.0,41,1838.1935483870968,4,2025-05-31 11:52:42,2023-01-22 23:02:21,31,5.0,5.0,1.0
672,RushPlatform,Legal,large,AU,Australia,Australia/Sydney,betty.sanchez@protonmail.com,Betty Sanchez,2023-06-25,event,True,,,6.0,0,1012.0,2.0,Starter,starter,active,12.0,monthly,0.0,0.0,45,2061.875,5,2024-10-26 02:16:01,2023-04-11 12:15:49,32,9.0,9.25,4.0
